Customer ID,Item Code,Source,Order Date,Item Description,Category,price,Quantity
0007236714,R2624782,REGULAR,6/13/2007  12:00:00 AM,"14K GOLD FOOT PRINT PENDANT WITH 18"" CHAIN",J,79.69,1
0007236714,R2854222,REGULAR,7/28/2007  12:00:00 AM,TODD WILBUR'S THE BEST OF TOP SECRET RECIPES,K,23.21,2
0007236714,R2854222,REGULAR,7/28/2007  12:00:00 AM,TOTAL JUICING,K,21.00,2
0007236714,R2754049,REGULAR,7/8/2007  12:00:00 AM,WOLFGANG PUCK BISTRO 240 WATT HAND MIXER,K,22.85,1
0007236714,R2964228,REGULAR,8/19/2007  12:00:00 AM,SKINN 4PC COMPLETE ANTI-AGING EYE TREATMENT KIT,C,57.50,6
0007236714,R2964228,REGULAR,8/19/2007  12:00:00 AM,SKINN PROTECT HYDRATE AND REPAIR 9PC KIT,C,45.90,6
0007236714,R2964228,REGULAR,8/19/2007  12:00:00 AM,SKINN PROTECT HYDRATE AND REPAIR 9PC KIT,C,45.90,6
0007236714,R2964228,REGULAR,8/19/2007  12:00:00 AM,SKINN PROTECT HYDRATE AND REPAIR 9PC KIT,C,45.90,6
0007236714,R2964228,REGULAR,8/19/2007  12:00:00 AM,SKINN LIP PLUMP AND PARTY 3PC KIT,C,46.50,6
0007236714,R2964228,REGULAR,8/19/2007  12:00:00 AM,SKINN PROTECT HYDRATE AND REPAIR 9PC KIT,C,45.90,6
0007236714,R2877277,REGULAR,8/1/2007  12:00:00 AM,S.S. AQUAMARINE & TSAVORITE RING 7,B,69.99,4
0007236714,R2877277,REGULAR,8/1/2007  12:00:00 AM,S.S. AQUAMARINE & TSAVORITE PENDANT & CHAIN,B,69.99,4
0007236714,R2877277,REGULAR,8/1/2007  12:00:00 AM,S.S. OPAL & WHITE TOPAZ RING 7,B,79.99,4
0007236714,R2877277,REGULAR,8/1/2007  12:00:00 AM,S.S. OPAL & WHITE TOPAZ PENDANT & CHAIN,B,79.99,4
0007236714,R2997618,REGULAR,8/25/2007  12:00:00 AM,TEMP-TATIONS FRESH CROP 12PC BAKEWARE SET APPLE,K,24.98,6
0007236714,R2997618,REGULAR,8/25/2007  12:00:00 AM,WOLFGANG PUCK BISTRO DUAL CONVECTION OVEN W/DRAWER,K,189.99,6
0007236714,R3053788,REGULAR,9/6/2007  12:00:00 AM,14K YG AMETHYST & DIA PENDANT WITH CHAIN,J,249.99,1
0007236714,R2937630,REGULAR,8/13/2007  12:00:00 AM,PETER THOMAS ROTH UN-WRINKLE 1OZ,C,150.00,2
0007236714,R2937630,REGULAR,8/13/2007  12:00:00 AM,PETER THOMAS ROTH MEGA RICH ANTI-AGING CREME,C,95.00,2
0007236714,R2997618,REGULAR,8/25/2007  12:00:00 AM,TEMP-TATIONS FRESH CROP 12PC BAKEWARE SET APPLE,K,24.98,6
0007236714,R2997618,REGULAR,8/25/2007  12:00:00 AM,LOCK & LOCK 12PC PANTRY SET,K,59.97,6
0007236714,R2997618,REGULAR,8/25/2007  12:00:00 AM,TEMP-TATIONS FRESH CROP 12PC BAKEWARE SET PUMPKIN,K,24.98,6
0007236714,R3001592,REGULAR,8/26/2007  12:00:00 AM,AMBER TOGGLE BRACELET MULTI,B,299.99,2
0007236714,X6037105,WEB,9/7/2007  12:00:00 AM,SILK PANT BLACK 10,F,82.00,6
0007236714,R2997618,REGULAR,8/25/2007  12:00:00 AM,LOCK & LOCK 12PC PANTRY SET,K,19.99,6
0007236714,R2978010,REGULAR,8/21/2007  12:00:00 AM,"S.S. GEMSTONE PENDANT, EARRINGS & RING SET WHITE T",B,299.95,2
0007236714,R2978010,REGULAR,8/21/2007  12:00:00 AM,"S.S. GEMSTONE PENDANT, EARRINGS & RING SET BLUE TO",B,59.99,2
0007236714,R2978010,REGULAR,8/21/2007  12:00:00 AM,"S.S. GEMSTONE PENDANT, EARRINGS & RING SET WHITE T",B,59.99,2
0007236714,R3053863,REGULAR,9/6/2007  12:00:00 AM,"10K YG HIGH POLISHED FIGARO MEN'S 9"" BRACELET",J,399.99,1
0007236714,R3108550,REGULAR,9/17/2007  12:00:00 AM,S.S. GREEN AMETHYST & CZ DANGLE EARRINGS,B,109.99,4
0007236714,R3108550,REGULAR,9/17/2007  12:00:00 AM,S.S. GEMSTONE HEART PENDANT & CHAIN GARNET,B,42.99,4
0007236714,R3108550,REGULAR,9/17/2007  12:00:00 AM,S.S. GREEN AMETHYST FLEX BANGLE 8,B,99.99,4
0007236714,R3108550,REGULAR,9/17/2007  12:00:00 AM,S.S. LIME QUARTZ & WHITE TOPAZ EARRINGS,B,59.99,4
0007236714,R3019672,REGULAR,8/30/2007  12:00:00 AM,CUISINART PREPEXPRESS FOOD PROCESSOR W/ADDED VALUE,K,69.52,2
0007236714,R3019672,REGULAR,8/30/2007  12:00:00 AM,CUISINART PREPEXPRESS FOOD PROCESSOR W/ADDED VALUE,K,69.52,2
0007236714,R3103789,REGULAR,9/16/2007  12:00:00 AM,10K PG HIGH POLISHED HOOP EARRINGS,J,89.89,1
0007236714,R3133282,REGULAR,9/21/2007  12:00:00 AM,MAGNI APPLECIDER GRAPEFRUIT DIET W/HOODIA 4PC SET,C,44.96,3
0007236714,R3133282,REGULAR,9/21/2007  12:00:00 AM,MOTOROLA V361 WIRELESS FLIP PHONE,E,249.99,3
0007236714,R3133282,REGULAR,9/21/2007  12:00:00 AM,MAGNI APPLECIDER GRAPEFRUIT DIET W/HOODIA 4PC SET,C,44.96,3
0007236714,R3052396,REGULAR,9/6/2007  12:00:00 AM,"S.S. GEMSTONE PENDANT, EARRINGS & RING SET WHITE T",B,59.99,2
0007236714,R3052396,REGULAR,9/6/2007  12:00:00 AM,"S.S. GEMSTONE PENDANT, EARRINGS & RING SET WHITE T",B,119.98,2
0007236714,R3002337,REGULAR,8/27/2007  12:00:00 AM,SILK PANT BLACK 16,F,82.00,1
0007236714,R3103801,REGULAR,9/16/2007  12:00:00 AM,"10K YG OPEN HEART LINK 7.5"" BRACELET WITH TOGGLE",J,199.99,1
0007236714,R3001592,REGULAR,8/26/2007  12:00:00 AM,SILK PANT BLACK 12,F,82.00,2
0007236714,R3077488,REGULAR,9/10/2007  12:00:00 AM,SEXY SMILE 2 IN ONE WHITEN AND BOARDROOM BERRY,C,44.99,3
0007236714,R3077488,REGULAR,9/10/2007  12:00:00 AM,SEXY SMILE 2 IN ONE WHITEN AND CAFE LATTE,C,44.99,3
0007236714,R3077488,REGULAR,9/10/2007  12:00:00 AM,SEXY SMILE 2 IN ONE WHITEN AND BOMBSHELL BLONDE,C,44.99,3
0007236714,R3000229,REGULAR,8/26/2007  12:00:00 AM,AMBER TOGGLE BRACELET MULTI,B,299.99,1
0007236714,X6037105,WEB,9/7/2007  12:00:00 AM,TUNIC DRESS BLACK LARGE,F,80.00,6
0007236714,X6037105,WEB,9/7/2007  12:00:00 AM,SILK PANT BLACK 10,F,82.00,6
0007236714,X6037105,WEB,9/7/2007  12:00:00 AM,V-NECK DRESS BLACK LARGE,F,89.00,6
0007236714,X6037105,WEB,9/7/2007  12:00:00 AM,SILK SKIRT BLACK 10,F,69.00,6
0007236714,X6037105,WEB,9/7/2007  12:00:00 AM,SILK SKIRT BLACK 12,F,69.00,6
0007236714,R3147845,REGULAR,9/25/2007  12:00:00 AM,PREMIER PERFORMANCE 10PC TRIPLE BURNER SET GOLD AC,K,139.89,2
0007236714,R3147845,REGULAR,9/25/2007  12:00:00 AM,SILK SHIRT BLACK 1X,F,45.50,2
0007236714,X6077835,WEB,9/28/2007  12:00:00 AM,"PREMIER PERFORMANCE 8"" COVERED FRENCH CASSEROLE",K,43.00,7
0007236714,R3147845,REGULAR,9/25/2007  12:00:00 AM,PREMIER PERFORMANCE 10PC TRIPLE BURNER SET GOLD AC,K,139.89,2
0007236714,X6077835,WEB,9/28/2007  12:00:00 AM,SILK CARGO BLAZER BLACK LARGE,F,62.30,7
0007236714,X6077835,WEB,9/28/2007  12:00:00 AM,SILK SHIRT BLACK 1X,F,45.50,7
0007236714,X6077835,WEB,9/28/2007  12:00:00 AM,SILK TROUSERS BLACK 6,F,51.75,7
0007236714,X6077835,WEB,9/28/2007  12:00:00 AM,SILK HOODED ANORAK BLACK 2X,F,90.30,7
0007236714,X6077835,WEB,9/28/2007  12:00:00 AM,SILK CARGO DRESS BLACK 1X,F,77.00,7
0007236714,X6077835,WEB,9/28/2007  12:00:00 AM,SILK TROUSERS CHERRY RED 10,F,51.75,7
0007236714,R3200440,REGULAR,10/6/2007  12:00:00 AM,10K GOLD SNAKE CHAIN 24,J,146.10,1
0007236714,R3200444,REGULAR,10/6/2007  12:00:00 AM,10K GOLD SNAKE CHAIN 20,J,122.22,1
0007236714,R3200353,REGULAR,10/6/2007  12:00:00 AM,TEMP-TATIONS 16PC ORCHARD VINE SET BLUE NO SIZE,K,39.96,2
0007236714,R3200353,REGULAR,10/6/2007  12:00:00 AM,TEMP-TATIONS 16PC ORCHARD VINE SET WHITE NO SIZE,K,79.92,2
0007236714,X6079614,WEB,9/29/2007  12:00:00 AM,ELIZABETH GRANT 7PC ANTI AGING MUST HAVES FOR FALL,C,69.96,4
0007236714,X6079614,WEB,9/29/2007  12:00:00 AM,ELIZABETH GRANT 7PC ANTI AGING MUST HAVES FOR FALL,C,69.96,4
0007236714,R3174018,REGULAR,9/30/2007  12:00:00 AM,ELIZABETH GRANT PERFECT LIPS 6PC COLLECTION,C,49.96,6
0007236714,R3229546,REGULAR,10/11/2007  12:00:00 AM,10K GOLD 10MM DIAMOND CUT RIBBED BAND PINK GOLD 6,J,129.96,1
0007236714,R3229550,REGULAR,10/11/2007  12:00:00 AM,10K GOLD 10MM DIAMOND CUT RIBBED BAND YELLOW GOLD,J,129.96,1
0007236714,R3174018,REGULAR,9/30/2007  12:00:00 AM,ELIZABETH GRANT 100ML 24 HOUR HAND CREAM,C,24.99,6
0007236714,R3184308,REGULAR,10/2/2007  12:00:00 AM,SILK PANT BLACK 12,F,82.00,3
0007236714,R3174018,REGULAR,9/30/2007  12:00:00 AM,ELIZABETH GRANT PERFECT LIPS 6PC COLLECTION,C,49.96,6
0007236714,R3174018,REGULAR,9/30/2007  12:00:00 AM,ELIZABETH GRANT BIOCOLLASIS GENTLE CLEANSER DUO,C,29.99,6
0007236714,R3184308,REGULAR,10/2/2007  12:00:00 AM,STAIN RESISTANT TABLECLOTH W/NAPKINS WHITE 60X102,K,44.99,3
0007236714,R3184308,REGULAR,10/2/2007  12:00:00 AM,CLASSIC ROSE 47PC POLISH DINNERWARE SET,K,139.99,3
0007236714,R3174018,REGULAR,9/30/2007  12:00:00 AM,ELIZABETH GRANT PERFECT LIPS 6PC COLLECTION,C,49.96,6
0007236714,R3174018,REGULAR,9/30/2007  12:00:00 AM,ELIZABETH GRANT PERFECT LIPS 6PC COLLECTION,C,49.96,6
0007236714,R3218578,REGULAR,10/9/2007  12:00:00 AM,DOUBLE COLOUR AMBER COMFORT BRACELET,B,99.99,10
0007236714,R3218578,REGULAR,10/9/2007  12:00:00 AM,S.S. WHITE TOPAZ RING 5,B,42.49,10
0007236714,R3218578,REGULAR,10/9/2007  12:00:00 AM,S.S. CITRINE RING 8,B,29.99,10
0007236714,R3218578,REGULAR,10/9/2007  12:00:00 AM,S.S. WHITE TOPAZ RING 6,B,42.49,10
0007236714,R3175791,REGULAR,9/30/2007  12:00:00 AM,"14K YG MULI GEMSTONE 37.5"" NECKLACE",J,999.89,1
0007236714,X6079614,WEB,9/29/2007  12:00:00 AM,ELIZABETH GRANT 7PC ANTI AGING MUST HAVES FOR FALL,C,69.96,4
0007236714,X6079614,WEB,9/29/2007  12:00:00 AM,ELIZABETH GRANT 7PC ANTI AGING MUST HAVES FOR FALL,C,69.96,4
0007236714,R3218578,REGULAR,10/9/2007  12:00:00 AM,TUNIC DRESS BLACK LARGE,F,80.00,10
0007236714,R3218578,REGULAR,10/9/2007  12:00:00 AM,BUTTON FRONT BLOUSE GOLD 16,F,115.00,10
0007236714,R3218578,REGULAR,10/9/2007  12:00:00 AM,V-NECK DRESS GOLD LARGE,F,89.00,10
0007236714,R3218578,REGULAR,10/9/2007  12:00:00 AM,SILK SHIRT BLACK 16,F,99.00,10
0007236714,R3218578,REGULAR,10/9/2007  12:00:00 AM,SILK SHIRT RED 16,F,99.00,10
0007236714,R3218578,REGULAR,10/9/2007  12:00:00 AM,V-NECK DRESS COFFEE XL,F,89.00,10
0007236714,R3239763,REGULAR,10/13/2007  12:00:00 AM,500PC. HEIRLOOM COLLECTION IN ALBUM,H,"1,695.00",6
0007236714,R3239763,REGULAR,10/13/2007  12:00:00 AM,KING GEORGE V LARGE CENT COLLECTION 1911-1920,H,39.95,6
0007236714,R3239763,REGULAR,10/13/2007  12:00:00 AM,ELIZABETH GRANT 100ML 24 HOUR HAND CREAM,C,24.99,6
0007236714,R3239763,REGULAR,10/13/2007  12:00:00 AM,ELIZABETH GRANT 100ML 24 HOUR HAND CREAM,C,24.99,6
0007236714,R3239763,REGULAR,10/13/2007  12:00:00 AM,ELIZABETH GRANT 100ML 24 HOUR HAND CREAM,C,24.99,6
0007236714,R3239763,REGULAR,10/13/2007  12:00:00 AM,ELIZABETH GRANT 100ML 24 HOUR HAND CREAM,C,24.99,6
0007236714,X6125063,WEB,10/20/2007  12:00:00 AM,"14K YG MULTI LINK 30"" NECKLACE",J,449.99,1
0007236714,X6121215,WEB,10/18/2007  12:00:00 AM,SKINN LIP PLUMP AND PARTY 3PC KIT,C,46.50,7
0007236714,X6121215,WEB,10/18/2007  12:00:00 AM,SKINN LIP PLUMP AND PARTY 3PC KIT,C,46.50,7
0007236714,X6121215,WEB,10/18/2007  12:00:00 AM,SKINN LIP PLUMP AND PARTY 3PC KIT,C,46.50,7
0007236714,X6121215,WEB,10/18/2007  12:00:00 AM,SKINN THE EYES HAVE IT ALL 12PC KIT,C,59.89,7
0007236714,X6125064,WEB,10/20/2007  12:00:00 AM,14K CHOICE OF GOLD RIBBON DIAMOND BAND PINK GOLD 6,J,649.96,1
0007236714,X6121215,WEB,10/18/2007  12:00:00 AM,SKINN THE EYES HAVE IT ALL 12PC KIT,C,59.89,7
0007236714,X6121215,WEB,10/18/2007  12:00:00 AM,SKINN THE EYES HAVE IT ALL 12PC KIT,C,59.89,7
0007236714,X6125074,WEB,10/20/2007  12:00:00 AM,14K GOLD POLISHED DANGLE BALL EARRINGS YELLOW GOLD,J,249.99,1
0007236714,X6125075,WEB,10/20/2007  12:00:00 AM,14K GOLD POLISHED DANGLE BALL EARRINGS PINK GOLD O,J,249.99,1
0007236714,X6121215,WEB,10/18/2007  12:00:00 AM,SKINN BODY DUO,C,52.50,7
0007236714,R3293104,REGULAR,10/23/2007  12:00:00 AM,"14K YG,WG OR PG MESH DIAMOND CUT ROUND HOOPS PINK",J,114.99,1
0007236714,X6132321,WEB,10/23/2007  12:00:00 AM,"14K YELLOW GOLD SAINT ANTHONY PENDANT ON 18""CHAIN",J,119.77,1
0007236714,X6125080,WEB,10/20/2007  12:00:00 AM,14K YG ZAMBIAN EMERALD & DIAMOND STUD EARRINGS,J,329.99,1
0007236714,X6131149,WEB,10/22/2007  12:00:00 AM,COALPORT LADY SOPHIA AT THE BALL FIGURINE,K,346.50,3
0007236714,R3292098,REGULAR,10/23/2007  12:00:00 AM,ELIZABETH GRANT 100ML 24 HOUR HAND CREAM,C,24.99,6
0007236714,R3292098,REGULAR,10/23/2007  12:00:00 AM,ELIZABETH GRANT 100ML 24 HOUR HAND CREAM,C,24.99,6
0007236714,R3292098,REGULAR,10/23/2007  12:00:00 AM,ELIZABETH GRANT 100ML 24 HOUR HAND CREAM,C,24.99,6
0007236714,R3292098,REGULAR,10/23/2007  12:00:00 AM,MILLANO CARRERA 20PC BEDROOM SET BEIGE KING,K,199.96,6
0007236714,R3292098,REGULAR,10/23/2007  12:00:00 AM,ELIZABETH GRANT 100ML 24 HOUR HAND CREAM,C,24.99,6
0007236714,R3292098,REGULAR,10/23/2007  12:00:00 AM,MILLANO CARRERA 20PC BEDROOM SET HENNA KING,K,199.96,6
0007236714,X6131149,WEB,10/22/2007  12:00:00 AM,S.S. PINK OPAL RING 7,B,69.99,3
0007236714,X6131149,WEB,10/22/2007  12:00:00 AM,S.S. 6MM GEMSTONE STUD EARRINGS CITRINE,B,9.99,3
0007236714,X6132322,WEB,10/23/2007  12:00:00 AM,"14K YG, WG OR PG ROPE 18"", 22"" OR 30"" CHAIN YELLOW",J,199.99,1
0007236714,R3313962,REGULAR,10/28/2007  12:00:00 AM,CLASSIC ROSE 47PC POLISH DINNERWARE SET,K,139.99,1
0007236714,R3292034,REGULAR,10/23/2007  12:00:00 AM,"14K YG, WG OR PG 42"" NUGGET NECKLACE PINK GOLD",J,379.69,1
0007236714,R3308163,REGULAR,10/26/2007  12:00:00 AM,S.S. WHITE QUARTZ & WHITE TOPAZ HEART RING 8,B,49.99,2
0007236714,R3308163,REGULAR,10/26/2007  12:00:00 AM,S.S. OPAL & FIRE OPAL RING 6,B,69.99,2
0007236714,X6150099,WEB,11/2/2007  12:00:00 AM,L/S TURTLENECK BLACK 2X,F,45.00,5
0007236714,X6150099,WEB,11/2/2007  12:00:00 AM,L/S TURTLENECK SILVER 1X,F,45.00,5
0007236714,X6150099,WEB,11/2/2007  12:00:00 AM,170pc TRIM A TREE KIT W/TREE TOPPER SILVER,M,68.94,5
0007236714,X6150099,WEB,11/2/2007  12:00:00 AM,7' WHITE PINE TREE W/939 TIPS & 400 CLEAR LIGHTS,M,179.98,5
0007236714,X6150099,WEB,11/2/2007  12:00:00 AM,"PREMIER PERFORMANCE 8"" COVERED FRENCH CASSEROLE",K,43.00,5
0007236714,X6168449,WEB,11/9/2007  12:00:00 AM,NICK CHAVEZ 5PC THICKEN & STYLE COLLECTION,C,39.96,9
0007236714,X6168449,WEB,11/9/2007  12:00:00 AM,PRIMULA TEA GIFT SET W/TEAPOT AND 24 BLOOMING TEAS,K,39.99,9
0007236714,X6168449,WEB,11/9/2007  12:00:00 AM,MINI CHOCOA FOUNTAIN WITH 2 KG CHOCOLATE DARK,K,59.99,9
0007236714,X6168449,WEB,11/9/2007  12:00:00 AM,KEEPEEZ 6 PIECE VACUUM SEALING FOOD SAVER LID SET,K,32.89,9
0007236714,X6168449,WEB,11/9/2007  12:00:00 AM,PRIMULA TEA GIFT SET W/TEAPOT AND 24 BLOOMING TEAS,K,39.99,9
0007236714,X6168449,WEB,11/9/2007  12:00:00 AM,KEEPEEZ 6 PIECE VACUUM SEALING FOOD SAVER LID SET,K,32.89,9
0007236714,R3361242,REGULAR,11/6/2007  12:00:00 AM,22K YG CHEVRON & CIRCLE STRIPED HOOP EARRINGS,J,299.99,1
0007236714,R3361248,REGULAR,11/6/2007  12:00:00 AM,"22K YELLOW GOLD BEAD 7.75"" BRACELET",J,399.99,1
0007236714,X6168449,WEB,11/9/2007  12:00:00 AM,KEEPEEZ 6 PIECE VACUUM SEALING FOOD SAVER LID SET,K,32.89,9
0007236714,X6161890,WEB,11/7/2007  12:00:00 AM,S/LESS TOP BLACK 14,F,42.00,9
0007236714,X6161890,WEB,11/7/2007  12:00:00 AM,S/LESS TOP BLACK 14,F,42.00,9
0007236714,R3331637,REGULAR,11/1/2007  12:00:00 AM,JEAN W/EMBELLISHMENT SILVER METALLIC 10,F,59.94,5
0007236714,R3331637,REGULAR,11/1/2007  12:00:00 AM,JEAN JACKET WITH EMBELLISHMENT SILVER METALLIC 1X,F,78.50,5
0007236714,R3331637,REGULAR,11/1/2007  12:00:00 AM,JEAN W/EMBELLISHMENT BLACK METALLIC 10,F,59.94,5
0007236714,R3331637,REGULAR,11/1/2007  12:00:00 AM,JEAN W/EMBELLISHMENT COPPER METALLIC 10,F,59.94,5
0007236714,R3331637,REGULAR,11/1/2007  12:00:00 AM,JEAN W/EMBELLISHMENT SILVER METALLIC 14,F,59.94,5
0007236714,X6161890,WEB,11/7/2007  12:00:00 AM,"PREMIER PERFORMANCE 8"" COVERED FRENCH CASSEROLE",K,21.50,9
0007236714,R3320112,REGULAR,10/30/2007  12:00:00 AM,LEATHER JACKET RED 1X,F,129.98,3
0007236714,R3320112,REGULAR,10/30/2007  12:00:00 AM,LEATHER JACKET BLACK 1X,F,129.98,3
0007236714,R3320112,REGULAR,10/30/2007  12:00:00 AM,LEATHER JACKET INDIGO 1X,F,129.98,3
0007236714,X6161890,WEB,11/7/2007  12:00:00 AM,S/LESS TOP BLACK 12,F,42.00,9
0007236714,X6161890,WEB,11/7/2007  12:00:00 AM,S/LESS TOP BLACK 16,F,42.00,9
0007236714,X6161890,WEB,11/7/2007  12:00:00 AM,S/LESS TOP BLACK 16,F,42.00,9
0007236714,X6161890,WEB,11/7/2007  12:00:00 AM,"PREMIER PERFORMANCE 8"" COVERED FRENCH CASSEROLE",K,21.50,9
0007236714,X6161890,WEB,11/7/2007  12:00:00 AM,"PREMIER PERFORMANCE 8"" COVERED FRENCH CASSEROLE",K,21.50,9
0007236714,X6161890,WEB,11/7/2007  12:00:00 AM,"PREMIER PERFORMANCE 8"" COVERED FRENCH CASSEROLE",K,21.50,9
0007236714,R3403422,REGULAR,11/14/2007  12:00:00 AM,LAURA GELLER MOISTURIZING LIPSTICK TRIO COLLECTION,C,59.98,2
0007236714,X6168449,WEB,11/9/2007  12:00:00 AM,NICK CHAVEZ 5PC THICKEN & STYLE COLLECTION,C,39.96,9
0007236714,X6168449,WEB,11/9/2007  12:00:00 AM,NICK CHAVEZ 5PC THICKEN & STYLE COLLECTION,C,39.96,9
0007236714,X6187563,WEB,11/17/2007  12:00:00 AM,14K GOLD POLISHED DANGLE BALL EARRINGS PINK GOLD O,J,249.99,1
0007236714,R3403422,REGULAR,11/14/2007  12:00:00 AM,4 PACK: LACE LEISURE BRA LEOPARD LARGE,F,39.92,2
0007236714,X6189586,WEB,11/17/2007  12:00:00 AM,WOLFGANG PUCK SIGNATURE SERIES 27PC COOKWARE SET,K,199.96,4
0007236714,X6189586,WEB,11/17/2007  12:00:00 AM,WOLFGANG PUCK 7QT SLOW COOKER WITH BUFFET INSERTS,K,59.99,4
0007236714,X6189586,WEB,11/17/2007  12:00:00 AM,WOLFGANG PUCK PANINI DUET WAFFLE PLATES,K,19.99,4
0007236714,X6189586,WEB,11/17/2007  12:00:00 AM,WOLFGANG PUCK PANINI DUET,K,49.99,4
0007236714,R3403460,REGULAR,11/14/2007  12:00:00 AM,14K DIA BUCKLE RING PINK GOLD 8,J,399.89,1
0007236714,R3409541,REGULAR,11/15/2007  12:00:00 AM,S.S. & GLP GREEN TOURMALINE ETERNITY BAND RING 6,B,49.99,6
0007236714,R3409541,REGULAR,11/15/2007  12:00:00 AM,S.S. CITRINE & WHITE TOPAZ EARRINGS,B,59.99,6
0007236714,R3409541,REGULAR,11/15/2007  12:00:00 AM,S.S. AMETHYST & WHITE TOPAZ PENDANT & CHAIN,B,29.99,6
